,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Radius,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue_X,Venue_Y,labels,Cluster Label
1881,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Top Pot,47.6099716430694,-122.32374811098624,Donut Shop,-2652231.822425351,13772225.468664896,0,0
1882,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Diva Espresso,47.60284128126561,-122.32846976859759,Coffee Shop,-2652403.8317580875,13773186.535054456,0,0
1883,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,The London Plane,47.60004034945503,-122.3328034077415,Café,-2652298.189372526,13773682.040588295,0,0
1884,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Monorail Espresso,47.60465107527269,-122.33109422172404,Coffee Shop,-2652093.1784366337,13773124.518675506,0,0
1885,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Flame Catering Cafe,47.60221243024488,-122.3308195212156,Café,-2652283.9492103807,13773363.302341098,0,0
1886,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Slate Coffee,47.60226958101576,-122.33254930945151,Coffee Shop,-2652159.100117796,13773439.713562787,0,0
1887,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Cherry Street Coffee House,47.6027673689831,-122.33415096584942,Coffee Shop,-2652012.200197,13773464.514796693,0,0
1888,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Cafe Hitchcock,47.603923353088625,-122.33515922714106,Café,-2651860.446338737,13773393.099845132,0,0
1889,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Métier,47.612814232073575,-122.31872266094737,Coffee Shop,-2652382.6702702274,13771692.751446504,0,0
1890,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Top Pot Doughnuts,47.60325,-122.33623,Donut Shop,-2651833.0232316754,13773513.590507869,0,0
1891,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Sémillon Bakery & Café,47.612704,-122.317641,Bakery,-2652465.955587879,13771652.649114273,0,0
1892,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Specialty’s Café & Bakery,47.59776168358148,-122.32807300595145,Café,-2652788.9693070063,13773692.264981302,0,0
1893,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Diva Espresso,47.605119589803195,-122.32417597017948,Coffee Shop,-2652543.4103427418,13772746.89484295,0,0
1894,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Starbucks,47.59579017247342,-122.32757248169767,Coffee Shop,-2652962.659172469,13773872.063687393,0,0
1895,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Broadcast Coffee,47.6017296721064,-122.30650437872471,Coffee Shop,-2654016.251749803,13772255.656888738,0,0
1896,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Convoy Coffee,47.6006639104788,-122.33140901920024,Coffee Shop,-2652351.723375579,13773551.284535183,0,0
1897,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Pegasus Coffee,47.603689,-122.332502,Coffee Shop,-2652062.539027976,13773290.867156504,0,0
1898,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Starbucks,47.60648389,-122.3110238,Coffee Shop,-2653365.902024607,13771979.924615888,0,0
1899,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Prūf Cafe & Bar,47.59945,-122.31243500000001,Coffee Shop,-2653762.5211877525,13772773.472029135,0,0
1900,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Cafe 5ive,47.60572181338758,-122.33203412406071,Café,-2651952.1939516617,13773058.662287276,0,0
1901,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,West Wall,47.59353650869125,-122.31098538889675,Beer Bar,-2654280.0715687457,13773315.142651439,0,0
1902,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Inès Pâtisserie,47.612351000000004,-122.317101,Bakery,-2652528.50893281,13771663.395966725,0,0
1903,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Caffé D'arte,47.60169262905554,-122.33434772298996,Coffee Shop,-2652074.0672900653,13773584.87632099,0,0
1904,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Café Weekend,47.594621000000004,-122.30963,Café,-2654298.4111869354,13773138.599132672,0,0
1905,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Cherry Street Coffee,47.597446613905106,-122.33428471532584,Coffee Shop,-2652377.183038848,13774020.419132443,0,0
1906,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Callus Café,47.599389,-122.334566,Coffee Shop,-2652220.8837058665,13773833.186165826,0,0
1907,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Starbucks,47.59759,-122.328514,Coffee Shop,-2652770.2420024797,13773730.985114278,0,0
1908,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Tougo Coffee Co.,47.601958,-122.322001,Coffee Shop,-2652917.821823815,13772969.875812812,0,0
1909,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Vital Tea Lounge,47.598975,-122.32468200000001,Tea Room,-2652940.4769380474,13773405.557244899,0,0
1910,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,HMC Bistro,47.60394641615622,-122.3243022150796,Café,-2652617.154164015,13772874.058837332,0,0
1911,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Cafe Maleng,47.60445492553547,-122.32373151419687,Café,-2652621.2281288775,13772794.381531695,0,0
1912,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,At The Peak Cafe,47.60568982513027,-122.32129786413556,Café,-2652704.2885942995,13772551.01963408,0,0
1913,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Nagomi Tea House,47.597726,-122.326775,Tea Room,-2652882.1571903536,13773634.172204947,0,0
1914,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Cafe Osseo,47.60775111424642,-122.3213938603433,Coffee Shop,-2652552.5087347524,13772342.724788781,0,0
1915,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Dochi,47.597383,-122.327448,Donut Shop,-2652859.2774724173,13773701.62900085,0,0
1916,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,4th Avenue Caffé,47.602873914638494,-122.32996358128041,Café,-2652297.1941577718,13773254.253835112,0,0
1917,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,The Sidebar,47.60950448977165,-122.31755789797545,Café,-2652696.9735396737,13771979.0766919,0,0
1918,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Zodiac Tea House,47.609635,-122.31640700000001,Tea Room,-2652768.154159337,13771910.815403767,0,0
1919,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Tully's Coffee,47.59901789740653,-122.33153054505239,Coffee Shop,-2652459.043505607,13773727.06934993,0,0
1920,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,The Bottom Line,47.61071551929177,-122.31867351174265,Café,-2652533.8275342896,13771907.12634477,0,0
1921,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Medzo Gelato Bar,47.602184,-122.33349,Ice Cream Shop,-2652099.412120211,13773493.314280964,0,0
1922,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,The Hidden Alchemist,47.60039390780956,-122.33369171619417,Tea Room,-2652211.2612810554,13773687.794765068,0,0
1923,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Jujubeet,47.601405,-122.334216,Juice Bar,-2652103.5040893033,13773608.315154884,0,0
1924,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Slate Coffee,47.599109,-122.333998,Coffee Shop,-2652280.261816411,13773835.07759827,0,0
1925,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Cherry Street Coffee House,47.597563,-122.333684,Coffee Shop,-2652410.9622772397,13773979.812687945,0,0
1926,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Chatterbox Café,47.61193,-122.31601299999998,Café,-2652634.113727011,13771655.0785396,0,0
1927,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Pioneer Square Cafe,47.59653,-122.333703,Café,-2652482.3083552714,13774087.410382153,0,0
1928,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,friedcoffee,47.59814757053021,-122.30364561080933,Coffee Shop,-2654468.1420629807,13772489.41307822,0,0
1929,Yesler Terrace,47.6012658,-122.3191595,1304.8446675853766,Bucha Belly,47.59636779522488,-122.33400017023085,Tea Room,-2652472.958143349,13774118.30517857,0,0
1930,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cherry Street Public House,47.600450463452574,-122.33290772884978,Coffee Shop,-2652262.048393054,13773644.647652837,0,0
1931,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Elm Coffee Roasters,47.600152370806754,-122.33094380272051,Coffee Shop,-2652420.2121264283,13773581.977760002,0,0
1932,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Planet Java,47.60093127887959,-122.33529223701342,Breakfast Spot,-2652061.6506563216,13773708.451799564,0,0
1933,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,General Porpoise Coffee & Doughnuts,47.599112722132304,-122.33432683996949,Donut Shop,-2652257.0275924634,13773850.340865012,0,0
1934,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Juicy Cafe,47.60432935466306,-122.33095816698338,Café,-2652125.317777593,13773151.270410415,0,0
1935,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,The Little London Plane,47.599290120142115,-122.33278667766864,Wine Bar,-2652352.140309102,13773758.729571711,0,0
1936,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Caffè Umbria,47.59943514119855,-122.33285708962083,Coffee Shop,-2652337.0185920885,13773747.102115015,0,0
1937,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Top Pot Doughnuts,47.60402274781788,-122.33249924364945,Donut Shop,-2652039.250013169,13773256.267387792,0,0
1938,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Hood Famous Cafe + Bar,47.59800673680192,-122.32776719034055,Café,-2652793.090249407,13773652.400765635,0,0
1939,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Top Pot Doughnuts,47.60325,-122.33623,Donut Shop,-2651833.0232316754,13773513.590507869,0,0
1940,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cafe Hitchcock,47.603923353088625,-122.33515922714106,Café,-2651860.446338737,13773393.099845132,0,0
1941,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Storyville Coffee Company,47.60475923205166,-122.33636210125788,Coffee Shop,-2651717.6223124103,13773364.00271789,0,0
1942,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Caffe Vita,47.600918833557884,-122.3293074433445,Café,-2652480.589888361,13773424.944970949,0,0
1943,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Zeitgeist Kunst & Kaffee,47.599122135315895,-122.33177941627368,Coffee Shop,-2652434.324055232,13773728.146763269,0,0
1944,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cherry Street Coffee House,47.6027673689831,-122.33415096584942,Coffee Shop,-2652012.200197,13773464.514796693,0,0
1945,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Starbucks Reserve Bar,47.60702679709683,-122.33819858997651,Coffee Shop,-2651429.831074392,13773217.185073856,0,0
1946,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,The London Plane,47.60004034945503,-122.3328034077415,Café,-2652298.189372526,13773682.040588295,0,0
1947,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,World Spice Merchants,47.608622,-122.34155,Herbs & Spices Store,-2651083.5442578383,13773211.866204975,0,0
1948,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Gelatiamo,47.60875385639418,-122.33699178402144,Dessert Shop,-2651392.6213355437,13772981.407518832,0,0
1949,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Storyville Coffee Company,47.608968412285684,-122.34069716145795,Coffee Shop,-2651118.7410442187,13773135.520963423,0,0
1950,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Slate Coffee,47.60226958101576,-122.33254930945151,Coffee Shop,-2652159.100117796,13773439.713562787,0,0
1951,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,The Crumpet Shop,47.60901379538799,-122.34027720313078,Breakfast Spot,-2651144.879131085,13773110.856676728,0,0
1952,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,85C Bakery Cafe,47.59912343124828,-122.32777929828116,Bakery,-2652713.6687195855,13773537.644999305,0,0
1953,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Young Tea,47.597366213216866,-122.32596158981323,Bubble Tea Shop,-2652964.2980419598,13773632.615692148,0,0
1954,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Monorail Espresso,47.60465107527269,-122.33109422172404,Coffee Shop,-2652093.1784366337,13773124.518675506,0,0
1955,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Monorail Espresso,47.610827841360624,-122.33504799148172,Coffee Shop,-2651382.4616860314,13772674.74331654,0,0
1956,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Victrola Coffee Roasters,47.610894693944324,-122.33895175552335,Coffee Shop,-2651105.134937699,13772853.553839104,0,0
1957,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,4th Ave Espresso Bar,47.60782547865831,-122.3344451859098,Coffee Shop,-2651635.7913635736,13772956.127156485,0,0
1958,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Starbucks,47.60701198575735,-122.33571604899629,Coffee Shop,-2651604.2633655784,13773100.6061203,0,0
1959,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Seattle Best Tea,47.59844909987607,-122.32730622696518,Tea Room,-2652794.165290609,13773584.774292625,0,0
1960,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Caffe Ladro,47.608089,-122.338863,Coffee Shop,-2651308.7042130837,13773139.091590803,0,0
1961,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cafe Campagne,47.60965387058825,-122.34148136820502,French Restaurant,-2651015.75480356,13773102.032298788,0,0
1962,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,New Century Tea Gallery,47.598579,-122.324696,Tea Room,-2652967.365846482,13773447.121574135,0,0
1963,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Oasis Tea Zone,47.59763996958864,-122.32651556000312,Bubble Tea Shop,-2652906.334934678,13773630.70917385,0,0
1964,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Panama Hotel Tea & Coffee,47.59997006448296,-122.32614684210247,Coffee Shop,-2652768.128962412,13773372.510711834,0,0
1965,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Le Panier,47.6097907988089,-122.34225747070934,Bakery,-2650951.9198236093,13773124.807763072,0,0
1966,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Seattle Coffee Works,47.610107,-122.340561,Coffee Shop,-2651048.158967886,13773011.454273216,0,0
1967,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Voxx Coffee,47.60891863374855,-122.33250384355084,Café,-2651694.4628686393,13772750.864940478,0,0
1968,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Anchorhead Coffee Co,47.613449955481144,-122.33470204788469,Coffee Shop,-2651222.1389619843,13772387.49808066,0,0
1969,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Moore Coffee,47.61066396688193,-122.34087208614035,Coffee Shop,-2650987.2543318267,13772968.730874997,0,0
1970,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Bambu,47.59784830563128,-122.32357537531317,Dessert Shop,-2653097.0688709714,13773469.245627608,0,0
1971,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Vital Tea Leaf,47.5990408,-122.3248711,Tea Room,-2652922.636957154,13773407.762280365,0,0
1972,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Pegasus Coffee,47.60755521415362,-122.33584527606352,Coffee Shop,-2651557.0206319005,13773050.65193372,0,0
1973,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Daily Dozen Doughnut Co,47.60878414196554,-122.34032315326641,Donut Shop,-2651157.8245004867,13773136.760477982,0,0
1974,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Eastern Café,47.59791784113994,-122.32499775358421,Café,-2652992.8123739897,13773529.767792957,0,0
1975,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Moore Coffee,47.61143617810279,-122.34159710825895,Café,-2650882.301424343,13772923.467641143,0,0
1976,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Victrola Cafe and Roastery,47.61420334217318,-122.32727730632294,Coffee Shop,-2651687.5783623345,13771956.432352275,0,0
1977,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Top Pot Doughnuts,47.61040252466047,-122.34112853311596,Donut Shop,-2650987.735001357,13773007.930215435,0,0
1978,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Top Pot Doughnuts,47.615075556219956,-122.34134098331202,Donut Shop,-2650644.183335949,13772535.433758456,0,0
1979,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,General Porpoise Coffee & Doughnuts,47.613048369367704,-122.31877882545173,Donut Shop,-2652362.2679623826,13771671.247829767,0,0
1980,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Top Pot,47.6099716430694,-122.32374811098624,Donut Shop,-2652231.822425351,13772225.468664896,0,0
1981,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Stumptown Coffee Roasters,47.6119701441815,-122.3170201528373,Coffee Shop,-2652560.963300744,13771698.874497,0,0
1982,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Elliott Bay Book Company,47.614689085848305,-122.31988535732319,Bookstore,-2652169.520266109,13771554.495462269,0,0
1983,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Capitol Coffee Works,47.613922,-122.320328,Coffee Shop,-2652192.6068122,13771654.77114162,0,0
1984,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Seattle Aquarium Cafe,47.60739020565008,-122.34242458772995,Café,-2651109.1033976977,13773380.687410139,0,0
1985,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Ghost Alley Espresso,47.608883569491816,-122.3401521115126,Coffee Shop,-2651162.7762530074,13773118.355418472,0,0
1986,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Kaladi Brothers Coffee,47.61415161351147,-122.32456505977603,Coffee Shop,-2651880.6002811575,13771832.70803384,0,0
1987,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Gallery Cafè at The Frye,47.6070936774869,-122.32460106366774,Café,-2652374.7960268497,13772563.262577016,0,0
1988,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cherry Street Coffee House,47.60754040452548,-122.31664373596494,Coffee Shop,-2652899.0644492847,13772138.377785666,0,0
1989,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Starbucks,47.60905,-122.339905,Coffee Shop,-2651168.3274478936,13773089.411831314,0,0
1990,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Fulcrum Coffee,47.61659169858447,-122.34212314458136,Coffee Shop,-2650482.916046067,13772416.062613009,0,0
1991,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Little Oddfellows,47.614730076923884,-122.32007833299481,Café,-2652153.161271605,13771559.44731452,0,0
1992,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Café Presse,47.61208154722242,-122.31702755169711,French Restaurant,-2652552.6047835625,13771687.723288095,0,0
1993,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cafe Pettirosso,47.61399086204356,-122.31809264286439,Café,-2652343.837217244,13771541.26704903,0,0
1994,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Café Nordstrom,47.61234827108128,-122.33633353384903,Café,-2651185.718930249,13772578.885347933,0,0
1995,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Mr. West Cafe Bar,47.614223532093355,-122.33439853381974,Other Nightlife,-2651188.9064015793,13772293.172402881,0,0
1996,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Raygun Lounge By Gamma Ray Games,47.615277636747535,-122.32512066949141,Gaming Cafe,-2651762.5594773176,13771742.873330308,0,0
1997,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cupcake Royale and Vérité Coffee,47.614013174009195,-122.31760626759302,Cupcake Shop,-2652376.2261013733,13771515.81287453,0,0
1998,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Monorail Espresso,47.617257577613344,-122.3382201575423,Coffee Shop,-2650708.5999232857,13772161.652406672,0,0
1999,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Biscuit Bitch - Belltown,47.614891697736034,-122.3451303835674,Breakfast Spot,-2650392.500740198,13772734.652876608,0,0
2000,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,La Parisienne,47.61691056871237,-122.34654259049594,Bakery,-2650151.889538584,13772593.31852506,0,0
2001,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Caffe Senso Unico,47.613584,-122.335676,Coffee Shop,-2651144.6971797426,13772419.990230842,0,0
2002,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Olympia Coffee Roasters,47.615100389907994,-122.3383441043283,Coffee Shop,-2650851.704522334,13772390.317747418,0,0
2003,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Oddfellows Cafe & Bar,47.61488637581576,-122.31949253950829,Café,-2652183.0602696138,13771515.42768222,0,0
2004,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cherry Street Coffee House,47.61526694549435,-122.32728781277115,Coffee Shop,-2651611.996533581,13771847.101456113,0,0
2005,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Caffe Ladro,47.613146290006355,-122.33297372346031,Coffee Shop,-2651364.192873258,13772336.630380996,0,0
2006,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cherry Street Coffee House,47.61224159203839,-122.34474021390412,Coffee Shop,-2650606.1453716005,13772989.78672303,0,0
2007,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cafe Suisse,47.615775807263255,-122.33810535623863,Café,-2650820.859821387,13772309.21103668,0,0
2008,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Steepologie,47.61238129751535,-122.33886776045078,Tea Room,-2651006.4221448884,13772696.031439012,0,0
2009,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,General Porpoise Coffee & Donuts,47.61557340780311,-122.33909984890488,Café,-2650765.656140928,13772377.418649953,0,0
2010,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Métier,47.612814232073575,-122.31872266094737,Coffee Shop,-2652382.6702702274,13771692.751446504,0,0
2011,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Bedlam Coffee,47.613948460584,-122.34548328955584,Coffee Shop,-2650434.199514901,13772848.849444479,0,0
2012,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Caffe Ladro,47.61499543056051,-122.33365267926406,Coffee Shop,-2651186.677682333,13772177.976500079,0,0
2013,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Tempesta,47.613173144506604,-122.34247822468573,Donut Shop,-2650698.5879909657,13772785.993423931,0,0
2014,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Freshy's Coffee,47.61681440232918,-122.33267996753378,Café,-2651126.6121299905,13771943.862430144,0,0
2015,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Sémillon Bakery & Café,47.612704,-122.317641,Bakery,-2652465.955587879,13771652.649114273,0,0
2016,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Dorothea Coffee,47.61373278568336,-122.3180362640738,Café,-2652365.9398702984,13771565.232022086,0,0
2017,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Caffé Vita,47.613949,-122.319052,Coffee Shop,-2652279.7997623263,13771591.251803009,0,0
2018,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cherry Street Coffee,47.61293233674729,-122.33701681216874,Coffee Shop,-2651096.9136436656,13772551.073551025,0,0
2019,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Cedar & Spokes,47.611576,-122.345603,Coffee Shop,-2650592.7048162315,13773099.562418085,0,0
2020,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,The Yellow Leaf Cupcake Co,47.61491480216013,-122.34326929380106,Bakery,-2650520.8372656223,13772643.751985623,0,0
2021,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Einstein Bros Bagels,47.618039311705935,-122.33897566795349,Bagel Shop,-2650600.852574318,13772116.86211097,0,0
2022,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Bang Bang Cafe,47.61393772368621,-122.34942690096608,Vegetarian / Vegan Restaurant,-2650159.5553742913,13773037.504135242,0,0
2023,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Ghost Note Coffee,47.615920461144405,-122.32691164937593,Coffee Shop,-2651592.271210294,13771761.718838556,0,0
2024,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Dilettante Mocha Café,47.612687415944485,-122.33761448635232,Coffee Shop,-2651072.4071506183,13772604.799122117,0,0
2025,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,JOE & THE JUICE,47.61633832108538,-122.33931888331425,Juice Bar,-2650696.5511650555,13772308.845416563,0,0
2026,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Currant Bistro,47.614414000000004,-122.341724,Bistro,-2650663.973286721,13772621.971978383,0,0
2027,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,La Vita e Bella,47.61503812158681,-122.34739868446559,Italian Restaurant,-2650223.8029040443,13772827.406538073,0,0
2028,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Mighty-O Donuts Capitol Hill,47.61303462058676,-122.31658703518818,Donut Shop,-2652516.273966861,13771568.341738138,0,0
2029,Pioneer Square,47.60213935,-122.33392745045508,1911.0983106534848,Krispy Kreme Doughnuts,47.58566958788229,-122.33355603439333,Donut Shop,-2653256.6021224186,13775202.201161297,0,0
2030,Interbay,47.6407418,-122.3763394,3265.6753782561705,Macrina Bakery,47.63950905848707,-122.36573873955246,Bakery,-2647222.718499247,13771172.136712749,0,0
2031,Interbay,47.6407418,-122.3763394,3265.6753782561705,CoffeeMind,47.63621864062712,-122.37041861203599,Coffee Shop,-2647127.402464681,13771734.278626954,0,0
2032,Interbay,47.6407418,-122.3763394,3265.6753782561705,Caffe Fiore,47.63236179688981,-122.36088065073501,Coffee Shop,-2648064.3037146754,13771679.330026116,0,0
2033,Interbay,47.6407418,-122.3763394,3265.6753782561705,S & L,47.639562150378694,-122.36477743016037,Bakery,-2647286.0754510504,13771120.976589743,0,0
2034,Interbay,47.6407418,-122.3763394,3265.6753782561705,El Diablo Coffee,47.63555,-122.35714,Coffee Shop,-2648101.214536949,13771172.318576694,0,0
2035,Interbay,47.6407418,-122.3763394,3265.6753782561705,Bite Box,47.639423,-122.36143899999999,Bistro,-2647528.844703444,13770976.70582814,0,0
2036,Interbay,47.6407418,-122.3763394,3265.6753782561705,Caffe Ladro,47.638644015700386,-122.35709004316855,Café,-2647887.126997659,13770850.45933137,0,0
2037,Interbay,47.6407418,-122.3763394,3265.6753782561705,Java Jazz,47.65190249424469,-122.37663848195525,Coffee Shop,-2645590.9289911333,13770410.185029034,0,0
